Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,description_wiki
760,Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,Ubisoft,0.54,1.16,0.13,0.32,2.15,Ancien logo du jeu.
761,Volleyball,NES,1987.0,Sports,Nintendo,0.14,0.03,1.98,0.0,2.15,Jeunes filles jouant au volley-ball à Pittsfield (Massachusetts).
762,FIFA 15,XOne,2014.0,Sports,Electronic Arts,0.6,1.41,0.0,0.14,2.15,"FIFA 15
Logo officiel du jeu
Développeur
EA Canada
Éditeur
EA Sports
Date de sortie
AN : 23 septembre 2014
EUR : 25 septembre 2014
Genre
Sport
Mode de jeu
Solo, Multijoueur En Ligne
Plateforme
PlayStation 4, PlayStation Vita, Xbox One, PC, PlayStation 3, Xbox 360, Wii, iOS, Android, Nintendo 3DS
Langue
Multilingue
Évaluation
CERO : A ?
PEGI : 3 ?
Site web
www.ea.com/games/fifa/fifa-15
FIFA Football
FIFA 14 FIFA 16
modifier - modifier le code - modifier Wikidata"
763,Call of Duty: Roads to Victory,PSP,2007.0,Shooter,Activision,0.52,1.03,0.0,0.59,2.14,no_data
764,Super Mario RPG: Legend of the Seven Stars,SNES,1996.0,Role-Playing,Nintendo,0.66,0.0,1.45,0.03,2.14,"Super Mario RPG
Legend of the Seven Stars
Développeur
Square
Éditeur
Nintendo
Réalisateur
Yoshihiko Maekawa
Chihiro Fujioka
Compositeur
Yoko Shimomura
Koji Kondo
Nobuo Uematsu
Producteur
Shigeru Miyamoto
Date de sortie
Super Nintendo
JAP : 9 mars 1996
AN : 13 mai 1996

Console virtuelle
JAP : 24 juin 2008
PAL : 22 août 2008
AN : 1er septembre 2008

Super NES Mini
AN/EUR : 29 septembre 20171
JAP : 5 octobre 2017
Franchise
Mario RPG (d)
Genre
Action-RPG
Mode de jeu
Un joueur
Plateforme
Super Nintendo, Console virtuelle, SNES mini
Évaluation
Super Nintendo
ESRB : KA ?

Console virtuelle
ESRB : E ?
OFLC (AU) : G ?
PEGI : 3+ ?
Site web
www.nintendo.co.jp/n02/shvc/p_arwj/index.html
modifier - modifier le code - modifier Wikidata"
765,Mahjong,NES,1983.0,Misc,Nintendo,0.01,0.0,2.13,0.0,2.14,"Mah-jong
Jeu de société
Mah-jong dans un parc de Hangzhou
Ce jeu appartient au domaine public
Date de 1re édition v. 1875 (existence certaine à cette date)
Mécanismes chance
calcul
psychologie
Joueur(s) 4 (variantes à 3)
Âge À partir de 8 ans
Durée annoncée 5 à 15 minutes par manche
Données clés
habileté
physique
 Non  réflexion
décision
 Oui générateur
de hasard
 Oui info. compl.
et parfaite
 Non
modifier"
766,R.C. Pro-Am,NES,1988.0,Racing,Nintendo,1.47,0.38,0.19,0.1,2.14,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
767,SimCity 2000,PC,1992.0,Simulation,Maxis,1.2,0.84,0.0,0.1,2.14,"Aperçu des notes reçues
Presse papier
Média Note
Edge (UK) 8 / 10 (PC, Mac)2
modifier"
768,Demon Attack,2600,1981.0,Shooter,Imagic,1.99,0.12,0.0,0.02,2.13,"Demon Attack
Développeur
Imagic
Éditeur
Imagic
Genre
Shoot 'em up, jeu d'action
Mode de jeu
Multijoueur, solo
Plateforme
Atari 2600, Commodore VIC-20, TRS-80 (en), Commodore 64, Atari 8-bit, Intellivision, Videopac, PC booter, TI-99/4A, Videopac+ (en), TRS-80 Color Computer
modifier - modifier le code - modifier Wikidata"
769,Dance Dance Revolution Extreme,PS2,2004.0,Simulation,Konami Digital Entertainment,1.04,0.81,0.0,0.27,2.13,no_data
770,Tetris DS,DS,2006.0,Puzzle,Nintendo,0.64,0.07,1.35,0.08,2.13,Tetris DS sur une Nintendo DS
771,Final Fantasy Tactics Advance,GBA,2003.0,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13,"Final Fantasy Tactics Advance
Développeur
Square Enix
Éditeur
Nintendo
Compositeur
Hitoshi Sakimoto
Producteur
Yasumi Matsuno
Date de sortie
JAP : 28 mars 2003
AN : 7 septembre 2003
EUR : 24 octobre 2003
Franchise
Final Fantasy Tactics (en)
Genre
Tactical RPG
Mode de jeu
1 et 2 joueurs (Link)
Plateforme
Game Boy Advance
Évaluation
PEGI 3 (d)
modifier - modifier le code - modifier Wikidata"
772,Far Cry: Primal,PS4,2016.0,Action,Ubisoft,0.59,1.16,0.06,0.33,2.13,no_data
773,Toy Story 3: The Video Game,DS,2010.0,Action,Disney Interactive Studios,0.93,0.97,0.02,0.21,2.12,no_data
774,Final Fantasy III,DS,2006.0,Role-Playing,Square Enix,0.91,0.05,1.07,0.09,2.12,Logo de la version DS
775,Kirby's Epic Yarn,Wii,2010.0,Platform,Nintendo,1.47,0.09,0.45,0.11,2.12,"Kirby
Au fil de l'aventure
Logo américain du jeu.
Développeur
Good-Feel
HAL Laboratory (aide au développement)
Éditeur
Nintendo
Producteur
Etsunobu Ebisu (en)
Date de sortie
Wii
JAP : 14 octobre 2010
AN : 17 octobre 2010
EUR : 25 février 2011

Nintendo 3DS
INT : 8 mars 2019
Genre
Plates-formes
Mode de jeu
Solo
Multijoueurs (deux joueurs)
Plateforme
Wii, Nintendo 3DS
Langue
Anglais
Espagnol
Français
Évaluation
ACB : G ?
CERO : A ?
ESRB : E ?
PEGI : 3 ?
Site web
kirby.nintendo.com/epicyarn
Kirby
Kirby Super Star Ultra (2009) Kirby: Mass Attack (2011)
modifier - modifier le code - modifier Wikidata"
776,Project Gotham Racing,XB,2001.0,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12,"Cet article ne cite pas suffisamment ses sources (novembre 2018).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
777,Golf,GB,1989.0,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12,"Pour les articles homonymes, voir Golf (homonymie)."
778,NBA 2K12,PS3,2011.0,Sports,Take-Two Interactive,1.61,0.27,0.05,0.18,2.11,"NBA 2K12
Développeur
Visual Concepts
Éditeur
2K Sports
Date de sortie
USA : 4 octobre 2011
FRA : 7 octobre 2011
Genre
Sport
Mode de jeu
Un à 7 joueurs en local et jusqu'à 10 en ligne
Plateforme
PlayStation 3, Xbox 360, PlayStation 2, Wii, PlayStation Portable, PC, iOS
Évaluation
PEGI : 3 ?
Site web
2ksports.com/games/nba2k12
NBA 2K
NBA 2K11 NBA 2K13
modifier - modifier le code - modifier Wikidata"
779,Borderlands,PS3,2009.0,Shooter,Take-Two Interactive,1.2,0.62,0.0,0.29,2.11,no_data
780,Tony Hawk's Pro Skater,N64,2000.0,Sports,Activision,1.68,0.4,0.0,0.03,2.11,"Tony Hawk's Skateboarding
Développeur
Neversoft (PS)
Edge of Reality (N64)
Treyarch (Dreamcast)
Natsume (GBC)
Ideaworks3D (N-Gage)
Éditeur
Toutes versions
Activision
Sauf
Crave Entertainment (Dreamcast)
Nokia (N-Gage)
Compositeur
Brian Bright
Producteur
Jason Uyeda
Scott Pease
Date de sortie
PlayStation
AN : 29 septembre 1999
EUR : 18 octobre 1999

Nintendo 64
AN : 29 février 2000
EUR : 24 mars 2000

Game Boy Color
AN : 22 mars 2000
EUR : 13 septembre 2000

Dreamcast
AN : 22 mai 2000
EUR : 29 juin 2000

N-Gage
EUR : 10 octobre 2003
AN : 13 octobre 2003
Genre
Simulation de sport extrême : skateboard
Mode de jeu
Un joueur, multijoueur
Plateforme
Console(s) :
PlayStation, Nintendo 64, Dreamcast
Console(s) portable(s) :
Game Boy Color, N-Gage
Langue
Multilingue
Tony Hawk's
- Pro Skater 2 (2000)
modifier - modifier le code - modifier Wikidata"
781,PES 2009: Pro Evolution Soccer,PS3,2008.0,Sports,Konami Digital Entertainment,0.11,1.34,0.4,0.26,2.11,no_data
782,Need for Speed: Hot Pursuit 2,PS2,2002.0,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11,"Voitures en mode 'normal'
Lotus Elise
Vauxhall VX220
Opel Speedster
Ford TS50
Mercedes CL55 AMG
Jaguar XKR
BMW M5
BMW Z8
HSV Coupé GTS
Ford Mustang SVT Cobra R
Chevrolet Corvette Z06
Dodge Viper Gts
Ferrari 360 Spider
Porsche 911 Turbo
Ferrari 550 Barchetta
Lamborghini Diablo 6.0 VT
Aston Martin V12 Vanquish
Porsche Carrera GT
Lamborghini Murciélago
Mercedes CLK GTR
Ferrari F50
McLaren F1
McLaren F1 LM
Voitures en mode 'policier'
Ford Crown Victoria
Ford TS50
BMW M5
HSV Coupé GTS
Chevrolet Corvette Z06
Dodge Viper GTS
Porsche 911 Turbo
Lamborghini Diablo 6.0 VT
Lamborghini Murciélago"
783,Mario Sports Mix,Wii,2010.0,Sports,Nintendo,0.9,0.45,0.63,0.13,2.11,"↑ (fr) « Test, images, vidéos et informations de Mario Sports Mix sur Wii » [archive], sur http://www.jeuxvideo.fr [archive]
↑ (fr) « E3 2010 : Images de Mario Sports Mix » [archive], sur http://www.jeuxvideo.com/ [archive]
↑ (ja) « Présentation des personnages sur le site officiel » [archive], sur http://www.nintendo.co.jp/ [archive]
↑ (fr) « Site officiel de Mario Slam Basketball » [archive], sur http://www.nintendo.fr/NOE/fr_FR/index.html [archive]
↑ (ja) « Présentation des modes sur le site officiel » [archive], sur http://www.nintendo.co.jp/ [archive]"
784,Rock Band,Wii,,Misc,MTV Games,1.35,0.56,0.0,0.2,2.11,"Rock Band
Genre
Jeu de rythme
Développeur
Harmonix, MTV Games
Distributeur
Electronic Arts
Premier jeu
2007 : Rock Band
Plate-forme
Xbox 360, PlayStation 3, PlayStation 2, Wii, PSP, iOS, Playstation 4, PlayStation 5, Xbox One, Xbox Series
Site web
rockband.com
modifier - modifier le code - modifier Wikidata"
785,Dynasty Warriors 4,PS2,2003.0,Action,Tecmo Koei,0.63,0.21,1.13,0.13,2.11,"Cet article ne cite pas suffisamment ses sources (septembre 2018).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
786,Mortal Kombat,X360,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.63,0.33,0.0,0.15,2.11,"Pour les articles homonymes, voir Mortal Kombat (homonymie) et MK."
787,Parasite Eve,PS,1998.0,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04,2.1,no_data
788,Scooby-Doo! Night of 100 Frights,PS2,2002.0,Platform,THQ,1.17,0.72,0.0,0.22,2.1,no_data
789,Project Gotham Racing (JP weekly sales),XB,2002.0,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1,no_data
790,Need for Speed: Most Wanted 5-1-0,PSP,2005.0,Racing,Electronic Arts,1.77,0.13,0.02,0.18,2.1,"Need for Speed
Most Wanted
Développeur
EA Black Box
EA Redwood Shores
Sensory Sweep Studios (DS)
Éditeur
Electronic Arts
Scénariste
Adrian Vershinin (d)
Compositeur
Paul Linford
Date de sortie
Nintendo DS
AN : 11 novembre 2005
EUR : 15 novembre 2005

PS2, PSP, GC, PC, GBA & Xbox
AN : 15 novembre 2005
EUR : 25 novembre 2005

Xbox 360
AN : 16 novembre 2005
EUR : 2 décembre 2005

Mobile
USA : 21 décembre 2005
Genre
Jeu de course
Mode de jeu
Un jusqu'à quatre joueurs.
Plateforme
Ordinateur(s) :
Windows
Console(s) :
GameCube, PlayStation 2, Xbox, Xbox 360
Console(s) portable(s) :
Game Boy Advance, Nintendo DS, PSP (version différente)
Langue
Multilingue
Moteur
EA Graphics Library
Évaluation
ESRB : T ?
PEGI : 3+ ?
Site web
www.ea.com/need-for-speed-most-wanted
Need for Speed
Underground 2 (2004) Carbon (2006)
modifier - modifier le code - modifier Wikidata"
791,Portal 2,X360,2011.0,Shooter,Valve Software,1.41,0.51,0.01,0.17,2.1,"Portal 2
Logo officiel de Portal 2.
Développeur
Valve
Éditeur
Valve
Distributeur
Valve (en ligne)
Electronic Arts
Réalisateur
Joshua Weier (réalisateur)
Erik Wolpaw,
Jay Pinkerton,
Chet Faliszek
(scénaristes)
Gabe Newell (producteur)
Jeremy Bennett,
Randy Lundeen
(animateurs)
Scénariste
Valve (en ligne)
Electronic Arts
Compositeur
Mike Morasky,
Jonathan Coulton,
The National
Producteur
Gabe Newell
Date de sortie
INT : 19 avril 2011 (Steam)
AN : 19 avril 2011
PAL : 21 avril 20111

Nintendo Switch
INT : 28 juin 2022
Genre
Plates-formes, réflexion
Mode de jeu
Un joueur
Coopératif (2 joueurs)
Plateforme
Linux2, OS X, Windows, PlayStation 3, Xbox 360, Nintendo Switch
Langue
Anglais, français, allemand, espagnol, tchèque, danois, néerlandais, finnois, hongrois, italien, japonais, coréen, norvégien, polonais, portugais, roumain, russe, chinois simplifié (d), suédois, thaï, chinois traditionnel (d), turc
Moteur
Source
Évaluation
ESRB : E10+ ?
OFLC (AU) : PG ?
PEGI : 12 ?
Site web
www.thinkwithportals.com
Portal (en)
Portal (2007) -
modifier - modifier le code - modifier Wikidata"
792,Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,Capcom,0.99,0.63,0.29,0.19,2.09,"Cet article ne cite pas suffisamment ses sources (janvier 2019).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
793,Derby Stallion,PS,1997.0,Sports,ASCII Entertainment,0.0,0.0,1.96,0.14,2.09,no_data
794,Dead Rising,X360,2006.0,Action,Capcom,1.16,0.65,0.08,0.2,2.09,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
795,Finding Nemo,PS2,2003.0,Action,THQ,1.26,0.6,0.05,0.18,2.09,"Le Monde de Nemo
Logo français du film.
Données clés
Titre québécois Trouver Nemo
Titre original Finding Nemo
Réalisation Andrew Stanton
Lee Unkrich
Seyni Tall
Scénario Andrew Stanton
Bob Peterson
David Reynolds
Sociétés de production Pixar Animation Studios
Walt Disney Pictures
Pays de production États-Unis
Genre Animation
Durée 101 minutes
Sortie 2003
Série
Le Monde de Dory
(2016)
Pour plus de détails, voir Fiche technique et Distribution"
796,NBA 2K11,X360,2010.0,Action,Take-Two Interactive,1.84,0.12,0.01,0.13,2.09,"NBA 2K11
Développeur
Visual Concepts
2K China (PSP)
Éditeur
2K Sports
Date de sortie
USA : 5 octobre 2010
FRA : 8 octobre 2010
Genre
Sport
Mode de jeu
Un à 7 joueurs en local et jusqu'à 10 en ligne
Plateforme
PlayStation 3, Xbox 360, PlayStation 2, Wii, PlayStation Portable, PC
Évaluation
PEGI : 3 ?
NBA 2K
NBA 2K10 NBA 2K12
modifier - modifier le code - modifier Wikidata"
797,Wipeout: The Game,Wii,2009.0,Misc,Mindscape,1.97,0.0,0.0,0.12,2.09,no_data
798,The Sims 2: Pets,DS,2006.0,Simulation,Electronic Arts,0.92,0.94,0.0,0.22,2.09,"Cet article ne cite pas suffisamment ses sources (octobre 2019).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
799,Battlefield: Hardline,PS4,2015.0,Shooter,Electronic Arts,0.7,0.93,0.14,0.32,2.09,"Battlefield Hardline
Développeur
Visceral Games
[afficher]
Collaboration :
Éditeur
Electronic Arts
Réalisateur
Tom Bisell
Abishek Aggarwal
Compositeur
Paul Leonard-Morgan
Date de sortie
AN/PAL : 17 mars 2015
JAP : 19 mars 2015
Genre
Tir à la première personne
Mode de jeu
Campagne solo, multijoueur
Plateforme
Ordinateur(s) :
PC
Console(s) :
Xbox 360, Xbox One, PlayStation 3, PlayStation 4
Langue
Multilingue
Moteur
Frostbite Engine
Évaluation
ACB : MA15+ ?
CERO : D ?
ESRB : M ?
PEGI : 18 ?
Site web
www.battlefield.com/fr-fr/games/battlefield-hardline
Battlefield
Battlefield Play4Free
modifier - modifier le code - modifier Wikidata"
800,Metal Gear Solid: Peace Walker,PSP,2010.0,Action,Konami Digital Entertainment,0.46,0.42,0.96,0.25,2.09,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
801,World of Warcraft: Cataclysm,PC,2010.0,Role-Playing,Activision,1.77,0.32,0.0,0.0,2.08,"World of Warcraft
Cataclysm
Développeur
Blizzard Entertainment
Éditeur
Blizzard Entertainment
Date de sortie
Bêta : 30 juin 2010
Version finale : 7 décembre 20101,2,3
Genre
MMORPG
Mode de jeu
Multijoueur
Plateforme
Windows XP (et versions ultérieures), Mac OS X
Langue
Texte/voix en français
Version
4.3.4
Évaluation
ESRB : T ?
PEGI : 12 ?
Site web
us.blizzard.com/en-us/games/cataclysm
Warcraft
World of Warcraft: Wrath of the Lich King World of Warcraft: Mists of Pandaria
modifier - modifier le code - modifier Wikidata"
802,Tetris Worlds,PS2,2002.0,Puzzle,THQ,1.11,0.71,0.0,0.27,2.08,"Tetris Worlds
Développeur
Radical Entertainment
Blue Planet Software
3d6 Games
Éditeur
THQ
Date de sortie
Game Boy Advance
NTSC : 5 septembre 2001
PAL : 7 décembre 2001

Microsoft Windows
NTSC : 23 novembre 2001
PAL : 5 avril 2002

PlayStation 2
NTSC : 20 mars 2002
PAL : 26 juillet 2002

GameCube
NTSC : 23 juin 2002
PAL : 27 septembre 2002

Xbox
NTSC : 24 juin 2002
PAL : 20 septembre 2002
Genre
Puzzle
Mode de jeu
Un joueur, multijoueur
Plateforme
GameCube, PlayStation 2, Xbox, Game Boy Advance, Microsoft Windows
Langue
Anglais, français
modifier - modifier le code - modifier Wikidata"
803,Need For Speed: Undercover,PS3,2008.0,Racing,Electronic Arts,0.63,1.02,0.05,0.39,2.08,"Cet article contient une ou plusieurs listes (août 2011).
Ces listes gagneraient à être rédigées sous la forme de paragraphes synthétiques, plus agréables à la lecture, les listes pouvant être aussi introduites par une partie rédigée et sourcée, de façon à bien resituer les différents items.
D'autre part, Wikipédia n'a pas pour rôle de constituer une base de données et privilégie un contenu encyclopédique plutôt que la recherche de l'exhaustivité."
804,Dance Dance Revolution: Hottest Party,Wii,2007.0,Simulation,Konami Digital Entertainment,1.36,0.52,0.0,0.2,2.08,no_data
805,Mario Party 5,GC,2003.0,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08,"Mario Party 5
Développeur
Hudson Soft
Éditeur
Nintendo
Date de sortie
JAP : 28 novembre 2003
AN : 10 novembre 2003
EUR : 5 décembre 2003
AUS : 5 décembre 2003
Genre
Party game
Mode de jeu
1 à 4 joueurs
Plateforme
GameCube
Évaluation
PEGI 3 (d)
Site web
www.nintendo.co.jp/ngc/gp5j/index.html
Mario Party
Mario Party 4 (2002) Mario Party 6 (2004)
modifier - modifier le code - modifier Wikidata"
806,Ghostbusters: The Video Game (DS Version),PS3,2010.0,Action,Take-Two Interactive,0.59,0.99,0.13,0.36,2.08,no_data
807,Sim Theme Park,PC,1998.0,Strategy,Electronic Arts,2.04,0.04,0.0,0.0,2.08,"Theme Park World
Développeur
Bullfrog Productions
Éditeur
Electronic Arts, Feral Interactive (Mac)
Compositeur
James Hannigan (en)
Date de sortie
15 novembre 1999
Genre
stratégie, gestion
Mode de jeu
Un joueur, Multijoueur
Plateforme
Mac OS, PlayStation, PlayStation 2, Windows
Version
2.0
Évaluation
ELSPA : 3-10
ESRB : E ?
OFLC (AU) : G ?
modifier - modifier le code - modifier Wikidata"
808,Warcraft: Orcs & Humans,PC,1994.0,Strategy,Activision,0.89,1.08,0.0,0.11,2.08,"Warcraft
Orcs and Humans
Développeur
Blizzard Entertainment
Éditeur
Blizzard Entertainment
Interplay (EU)
Producteur
Bill Roper
Début du projet
septembre 1993
Date de sortie
23 novembre 1994
Genre
Stratégie temps réel
Mode de jeu
Un joueur, multijoueur
Plateforme
MS-DOS, Mac OS
Version
1.22h (PC) / 1.06 (Mac)
Site web
eu.blizzard.com/ru-ru/games/legacy
Warcraft
- Warcraft II: Tides of Darkness
modifier - modifier le code - modifier Wikidata"
