,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC
986,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0.0,0.16,1.76,11.0,31.0,15.0,3.0,DVD
987,Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,17.0,293.0,18.3,3.0,Cartouche
989,Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,16.0,4.0,18.0,7.0,Console Virtuelle Cartouche Online eShop
992,State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,13.0,53.0,12.9,16.0,DVD
993,BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76,19.0,575.0,17.4,18.0,Blu-Ray
997,The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,1.76,13.0,81.0,14.7,12.0,DVD
999,Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,15.0,23.0,13.8,3.0,DVD
1001,Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.9,0.37,0.25,0.24,1.75,15.0,658.0,17.6,12.0,DVD
1003,Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,18.0,154.0,17.7,3.0,DVD
1004,Crackdown,X360,2007,Shooter,Microsoft Game Studios,1.0,0.54,0.03,0.18,1.75,15.0,173.0,15.3,18.0,Blu-Ray DVD
1009,Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,11.0,0.0,15.0,3.0,DVD
1011,Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74,10.0,37.0,16.5,3.0,CD DVD Cartouche Nintendo Game Disc
1012,Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,11.0,6.0,17.2,12.0,DVD
1013,Portal 2,PS3,2011,Shooter,Valve,0.83,0.63,0.02,0.25,1.74,19.0,493.0,18.3,12.0,Blu-Ray
1014,The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.19,0.4,0.0,0.16,1.74,16.0,27.0,17.6,12.0,DVD
1017,Cruis'n USA,N64,1996,Racing,Nintendo,1.69,0.04,0.0,0.01,1.74,11.0,11.0,13.8,3.0,Cartouche
1020,Uncharted: Golden Abyss,PSV,2011,Shooter,Sony Computer Entertainment,0.59,0.75,0.13,0.27,1.74,17.0,665.0,17.1,16.0,New Game Media
1021,Destiny,PS3,2014,Shooter,Activision,0.67,0.66,0.12,0.27,1.73,16.0,94.0,15.4,16.0,Blu-Ray
1022,SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0.0,0.22,1.73,15.0,77.0,17.2,3.0,DVD
1027,Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73,19.0,585.0,17.3,18.0,DVD PlayStation Store Contenu Xbox Live Blu-Ray Online
1029,The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.72,15.0,573.0,13.9,18.0,Blu-Ray
1031,Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision,0.61,0.18,0.0,0.94,1.72,10.0,109.0,11.1,16.0,DVD
1034,Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72,17.0,9.0,18.7,3.0,Cartouche DVD Nintendo Game Disc
1035,Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72,17.0,105.0,17.8,12.0,DVD
1037,Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.43,0.16,0.0,0.12,1.71,11.0,6.0,8.5,3.0,DVD
1041,Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71,14.0,100.0,17.2,3.0,DVD Nintendo Game Disc Cartouche CD
1044,Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.58,0.0,0.0,0.12,1.7,14.0,3.0,17.0,16.0,DVD
1045,The Crew,PS4,2014,Racing,Ubisoft,0.34,1.08,0.03,0.26,1.7,14.0,188.0,13.0,12.0,PlayStation Store Blu-Ray
1047,We Ski,Wii,2008,Sports,Namco Bandai Games,0.99,0.42,0.14,0.15,1.7,14.0,34.0,16.5,3.0,DVD
1049,Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,0.62,0.21,0.79,0.08,1.7,16.0,114.0,17.4,3.0,DVD
1051,Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.69,0.83,0.0,0.19,1.7,14.0,13.0,13.1,7.0,Cartouche
1053,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,15.0,72.0,14.5,16.0,Blu-Ray
1054,NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.36,0.18,0.0,0.15,1.69,17.0,40.0,16.8,3.0,App Store Blu-Ray DVD
1055,Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.69,15.0,410.0,16.1,18.0,Blu-Ray
1056,Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.53,0.01,0.14,1.69,15.0,153.0,15.5,18.0,Blu-Ray Contenu Xbox Live PlayStation Store DVD
1058,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22,1.69,12.0,205.0,14.8,18.0,Blu-Ray
1061,WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69,11.0,1.0,13.0,12.0,CD
1062,Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.71,0.01,0.18,1.69,13.0,9.0,15.4,3.0,UMD Blu-Ray DVD App Store Cartouche
1064,Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.19,1.69,17.0,64.0,16.6,12.0,DVD
1065,Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,19.0,532.0,18.7,18.0,Nintendo Game Disc PlayStation Store Xbox Live Arcade DVD eShop
1066,Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,0.8,0.52,0.07,0.3,1.69,3.0,382.0,9.1,16.0,New Game Media
1073,The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0.0,0.0,0.0,1.68,14.0,50.0,15.6,7.0,CD
1075,MySims,Wii,2007,Simulation,Electronic Arts,0.91,0.55,0.04,0.17,1.68,14.0,104.0,14.8,3.0,DVD
1076,Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,18.0,171.0,17.9,3.0,Cartouche
1077,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.94,0.57,0.0,0.17,1.67,16.0,36.0,16.8,3.0,DVD
1078,SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0.0,0.22,1.67,17.0,137.0,17.9,7.0,DVD
1079,Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0.0,0.2,1.67,9.0,1.0,12.0,3.0,DVD
1080,Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0.0,0.04,1.67,16.0,39.0,18.0,3.0,CD Cartouche
1081,Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.59,0.01,0.26,1.67,17.0,100.0,15.8,16.0,Blu-Ray
1085,Tony Hawk's Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67,16.0,2.0,19.0,3.0,DVD CD Cartouche Nintendo Game Disc
1088,PGR: Project Gotham Racing 2,XB,2003,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67,18.0,45.0,18.1,3.0,DVD
1089,Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0.0,0.22,1.67,13.0,8.0,12.6,12.0,DVD
1092,Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.63,0.66,0.11,0.26,1.66,16.0,160.0,16.9,18.0,Online Blu-Ray
1093,Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.73,0.06,0.3,1.66,14.0,292.0,14.9,16.0,Blu-Ray
1096,Max Payne 3,X360,2012,Shooter,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66,18.0,2.0,19.0,18.0,Blu-Ray DVD
1097,NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0.0,0.21,1.66,15.0,7.0,15.4,3.0,DVD
1098,Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.7,0.02,0.18,1.66,16.0,53.0,16.6,12.0,CD Nintendo Game Disc Blu-Ray DVD
1099,NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,17.0,27.0,16.8,3.0,DVD
1100,Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,16.0,682.0,18.0,12.0,DVD
1102,Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,15.0,131.0,17.1,3.0,Nintendo Game Disc
1104,Go Vacation,Wii,2011,Misc,Namco Bandai Games,0.48,0.68,0.33,0.16,1.65,15.0,69.0,17.5,7.0,DVD
1105,Dragon Quest V: Tenkuu no Hanayome,PS2,2004,Role-Playing,Enix Corporation,0.0,0.0,1.65,0.0,1.65,18.0,197.0,18.2,12.0,Google Play App Store Cartouche
1106,Army of Two,X360,2008,Shooter,Electronic Arts,1.09,0.38,0.02,0.16,1.65,12.0,190.0,15.2,18.0,DVD PlayStation Store Contenu Xbox Live Blu-Ray
1107,Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,Square Enix,0.32,0.02,1.27,0.03,1.64,17.0,174.0,16.5,12.0,Cartouche
1112,Ghosts 'n Goblins,NES,1986,Action,Capcom,0.74,0.26,0.61,0.03,1.64,16.0,18.0,17.3,12.0,eShop
1113,Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64,15.0,3.0,18.0,3.0,DVD
1115,Prince of Persia: Warrior Within,PS2,2004,Action,Ubisoft,0.54,0.88,0.0,0.22,1.64,16.0,208.0,17.4,16.0,DVD
1116,Kinectimals,X360,2010,Simulation,Microsoft Game Studios,1.02,0.48,0.0,0.14,1.64,14.0,75.0,16.9,3.0,DVD Google Play
1117,Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.44,0.89,0.05,0.25,1.64,15.0,378.0,17.2,18.0,PlayStation Store
1118,ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0.0,0.07,1.63,16.0,8.0,18.6,3.0,DVD
1119,Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,0.45,0.96,0.02,0.2,1.63,16.0,29.0,15.1,3.0,Cartouche
1123,Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.18,0.34,0.0,0.1,1.63,17.0,6.0,15.3,3.0,CD
1125,NBA 2K15,X360,2014,Sports,Take-Two Interactive,1.33,0.14,0.0,0.15,1.63,17.0,40.0,16.8,3.0,App Store Blu-Ray DVD
1126,NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0.0,0.22,1.62,11.0,0.0,15.0,3.0,CD
1127,Just Cause 2,X360,2010,Action,Square Enix,0.59,0.85,0.02,0.17,1.62,15.0,819.0,16.4,18.0,Blu-Ray DVD
1130,Rage,X360,2011,Shooter,Bethesda Softworks,0.82,0.61,0.03,0.15,1.62,18.0,1.0,17.0,18.0,App Store DVD Blu-Ray
1131,Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.99,0.04,0.49,0.1,1.62,15.0,270.0,15.9,3.0,Cartouche
1132,Kirby Air Ride,GC,2003,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62,11.0,69.0,16.4,3.0,Nintendo Game Disc
1133,Sled Storm,PS,1998,Racing,Electronic Arts,0.9,0.61,0.0,0.11,1.62,16.0,10.0,17.4,3.0,CD
1134,Pokemon Battle Revolution,Wii,2006,Role-Playing,Nintendo,0.8,0.38,0.3,0.13,1.61,9.0,281.0,12.7,3.0,DVD
1140,Buzz! The Music Quiz,PS2,2005,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61,10.0,6.0,10.2,3.0,Blu-Ray UMD
1142,Far Cry 4,XOne,2014,Shooter,Ubisoft,0.79,0.68,0.01,0.13,1.61,16.0,267.0,16.4,18.0,Xbox Live Arcade Contenu Xbox Live PlayStation Store Blu-Ray DVD Online
1146,Far Cry 2,X360,2008,Action,Ubisoft,0.71,0.69,0.02,0.18,1.6,15.0,466.0,14.7,16.0,Blu-Ray DVD
1147,F-1 World Grand Prix,N64,1998,Racing,Video System,0.46,0.96,0.09,0.08,1.6,17.0,17.0,16.8,3.0,Cartouche
1150,Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,Square Enix,0.19,0.02,1.36,0.02,1.6,18.0,197.0,18.2,12.0,Cartouche
1152,Sonic Heroes,GC,2003,Platform,Sega,1.05,0.44,0.06,0.04,1.6,14.0,68.0,16.8,3.0,CD Nintendo Game Disc DVD PlayStation Store
1153,ESPN NBA 2K5,PS2,2004,Sports,Global Star,1.26,0.12,0.0,0.21,1.59,15.0,26.0,15.8,3.0,DVD
1154,Diablo,PC,1996,Role-Playing,Activision,0.01,1.58,0.0,0.0,1.59,19.0,105.0,17.8,12.0,CD
1157,Devil May Cry 4,PS3,2008,Action,Capcom,0.58,0.46,0.34,0.21,1.59,17.0,327.0,16.4,16.0,Blu-Ray
1159,Pro Evolution Soccer 2008,PS3,2007,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59,15.0,178.0,12.3,3.0,Blu-Ray
1161,LEGO Harry Potter: Years 1-4,X360,2010,Action,Warner Bros. Interactive Entertainment,0.95,0.5,0.0,0.14,1.59,14.0,89.0,17.1,3.0,Cartouche App Store UMD Blu-Ray DVD
1162,NASCAR 2000,PS,1999,Racing,Electronic Arts,0.88,0.6,0.0,0.1,1.59,11.0,4.0,17.5,3.0,Cartouche CD
1163,Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58,17.0,32.0,15.5,18.0,PlayStation Store Blu-Ray
1165,Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,0.85,0.58,0.0,0.16,1.58,15.0,33.0,16.1,3.0,Cartouche
1168,Need for Speed: Most Wanted,X360,2012,Racing,Electronic Arts,0.62,0.8,0.01,0.15,1.58,15.0,34.0,15.8,7.0,iDensity
1173,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Nintendo,0.58,0.44,0.44,0.12,1.58,13.0,329.0,16.9,3.0,Cartouche
1174,Spyro 2: Season of Flame,GBA,2002,Platform,Vivendi Games,0.85,0.65,0.0,0.08,1.58,15.0,12.0,16.6,3.0,Cartouche
1175,Pro Evolution Soccer 2010,PS2,2009,Sports,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57,13.0,74.0,14.0,3.0,DVD
1178,Mario Party 7,GC,2005,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57,15.0,123.0,17.2,3.0,Nintendo Game Disc
1179,Pro Evolution Soccer 2013,PS3,2012,Sports,Konami Digital Entertainment,0.18,0.64,0.49,0.25,1.56,15.0,311.0,14.3,3.0,Blu-Ray
1180,Smuggler's Run,PS2,2000,Racing,Take-Two Interactive,0.77,0.6,0.0,0.2,1.56,16.0,50.0,13.5,12.0,CD
1181,Fight Night Round 3,PS2,2006,Fighting,Electronic Arts,1.07,0.4,0.0,0.1,1.56,17.0,128.0,15.8,16.0,Blu-Ray DVD
1183,Twisted Metal,PS,1995,Action,Sony Computer Entertainment,1.32,0.19,0.0,0.05,1.56,13.0,53.0,16.2,18.0,Blu-Ray
1188,LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.75,0.01,0.21,1.56,16.0,64.0,15.5,7.0,Blu-Ray
1189,Mafia II,X360,2010,Action,Take-Two Interactive,0.84,0.56,0.0,0.15,1.55,15.0,679.0,16.2,18.0,PlayStation Store Contenu Xbox Live Online DVD Blu-Ray
1190,Dishonored,PS3,2012,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55,19.0,505.0,16.9,18.0,Blu-Ray
1191,Stuntman,PS2,2002,Racing,Atari,0.76,0.59,0.0,0.2,1.55,12.0,51.0,15.2,3.0,DVD
1194,BioShock 2,PS3,2010,Shooter,Take-Two Interactive,0.85,0.47,0.02,0.22,1.55,18.0,618.0,17.6,18.0,Blu-Ray
1197,Watch Dogs,XOne,2014,Action,Ubisoft,0.9,0.53,0.0,0.13,1.55,18.0,300.0,15.5,18.0,iDensity Online Blu-Ray DVD PlayStation Store Xbox Live Arcade
1199,Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,Namco Bandai Games,0.6,0.51,0.21,0.23,1.55,17.0,475.0,17.4,12.0,Blu-Ray
1202,Mario Party 10,WiiU,2015,Misc,Nintendo,0.69,0.5,0.24,0.11,1.55,16.0,97.0,12.6,7.0,iDensity eShop
1203,Dead Rising 3,XOne,2013,Action,Microsoft Game Studios,1.06,0.35,0.01,0.12,1.54,15.0,448.0,15.3,18.0,Online Contenu Xbox Live Blu-Ray
1205,Fire Emblem Fates,3DS,2015,Role-Playing,Nintendo,0.71,0.22,0.52,0.1,1.54,19.0,31.0,17.4,12.0,eShop
1206,Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54,14.0,114.0,16.6,12.0,CD
1207,Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,0.58,0.87,0.0,0.09,1.54,17.0,330.0,18.3,12.0,CD
1208,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54,17.0,2.0,18.5,12.0,PlayStation Store DVD Nintendo Game Disc
1211,Die Hard Trilogy,PS,1996,Shooter,Fox Interactive,0.85,0.58,0.0,0.1,1.54,11.0,4.0,17.3,16.0,CD
1212,Call of Duty: Black Ops II,PC,2012,Shooter,Activision,0.63,0.69,0.0,0.21,1.53,10.0,10.0,9.5,18.0,Online
1213,Fight Night Round 4,PS3,2009,Fighting,Electronic Arts,0.92,0.41,0.0,0.21,1.53,17.0,100.0,15.8,16.0,Blu-Ray
1220,Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53,16.0,57.0,16.2,3.0,Nintendo Game Disc
1222,Donkey Kong Country: Tropical Freeze,WiiU,2014,Platform,Nintendo,0.73,0.52,0.15,0.12,1.52,16.0,317.0,18.0,3.0,eShop CD
1223,Dead Space 2,X360,2011,Shooter,Electronic Arts,0.94,0.45,0.0,0.13,1.52,19.0,771.0,18.1,18.0,Xbox Live Arcade PlayStation Store Blu-Ray DVD
1224,Sonic Rivals 2,PSP,2007,Racing,Sega,0.44,0.69,0.0,0.39,1.52,12.0,59.0,13.3,7.0,UMD
1226,The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts,0.36,0.9,0.0,0.27,1.52,7.0,12.0,12.6,3.0,CD
1228,F1 Race,NES,1984,Racing,Nintendo,0.0,0.0,1.52,0.0,1.52,12.0,4.0,14.0,3.0,iDensity
1229,Xevious,NES,1984,Shooter,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52,5.0,5.0,16.0,3.0,eShop Cassette Disquette CD Cartouche Console Virtuelle Xbox Live Arcade Online
1230,NASCAR 99,PS,1998,Racing,Electronic Arts,1.45,0.04,0.0,0.04,1.52,11.0,1.0,13.0,3.0,Cartouche CD
1231,NBA Live 2000,PS,1998,Sports,Electronic Arts,1.43,0.05,0.0,0.03,1.52,16.0,38.0,17.5,3.0,Cartouche CD
1232,Mafia II,PS3,2010,Action,Take-Two Interactive,0.5,0.72,0.04,0.26,1.52,14.0,692.0,15.7,18.0,Blu-Ray
1233,Call of Duty 3,PS3,2006,Shooter,Activision,0.6,0.63,0.03,0.26,1.52,14.0,156.0,14.8,16.0,Blu-Ray
1234,Super Monkey Ball 2,GC,2002,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52,15.0,26.0,16.5,3.0,Nintendo Game Disc Google Play App Store
1235,Pac-Man World 2,PS2,2002,Action,Namco Bandai Games,1.26,0.05,0.0,0.21,1.51,14.0,17.0,16.2,3.0,DVD
1236,Madden NFL 15,XOne,2014,Sports,Electronic Arts,1.3,0.09,0.0,0.12,1.51,16.0,13.0,15.4,3.0,DVD Blu-Ray
1238,LEGO Star Wars III: The Clone Wars,X360,2011,Action,LucasArts,0.84,0.54,0.0,0.13,1.51,13.0,47.0,16.7,7.0,UMD Blu-Ray DVD Cartouche
1239,Football Manager 2012,PC,2011,Sports,Sega,0.02,1.16,0.0,0.34,1.51,16.0,145.0,15.1,3.0,DVD
1241,Mega Man 2,NES,1988,Action,Capcom,0.93,0.15,0.42,0.01,1.51,18.0,13.0,18.9,3.0,eShop Console Virtuelle App Store Cartouche CD
1243,NBA Live 98,PS,1997,Sports,Electronic Arts,1.41,0.06,0.0,0.04,1.51,11.0,1.0,18.0,3.0,Cartouche CD
1246,SoulCalibur II,GC,2003,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5,19.0,62.0,18.4,12.0,Nintendo Game Disc PlayStation Store Xbox Live Arcade DVD
1247,Resistance 3,PS3,2011,Shooter,Sony Computer Entertainment,0.64,0.58,0.05,0.23,1.5,14.0,293.0,16.0,18.0,Blu-Ray
1251,Red Faction II,PS2,2002,Shooter,THQ,0.49,0.78,0.0,0.23,1.5,11.0,69.0,15.1,16.0,DVD
1253,Madden NFL 2001,PS2,2000,Sports,Electronic Arts,1.19,0.07,0.05,0.2,1.5,16.0,39.0,18.0,3.0,CD
1255,Ice Climber,NES,1985,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5,4.0,5.0,16.0,3.0,Console Virtuelle Cartouche Online eShop
1256,Sonic CD,SCD,1993,Platform,Sega,1.0,0.36,0.09,0.05,1.5,19.0,62.0,17.9,3.0,Xbox Live Arcade Google Play CD App Store PlayStation Store
1258,Dead Rising 2,X360,2010,Action,Capcom,0.75,0.53,0.09,0.12,1.5,16.0,2.0,18.5,18.0,Contenu Xbox Live Blu-Ray DVD
1259,Rock Band 2,PS3,2008,Misc,MTV Games,1.13,0.2,0.0,0.16,1.5,16.0,25.0,16.0,3.0,Blu-Ray
1260,Pac-Man World,PS,1998,Action,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5,13.0,4.0,19.0,3.0,Cartouche CD
1263,Medal of Honor: Frontline,XB,2002,Shooter,Electronic Arts,1.0,0.43,0.0,0.06,1.49,17.0,199.0,17.2,12.0,DVD Nintendo Game Disc PlayStation Store
1264,Madden NFL 09,PS2,2008,Sports,Electronic Arts,1.22,0.0,0.0,0.27,1.49,11.0,1.0,17.0,3.0,DVD
1268,007: Quantum of Solace,X360,2008,Action,Activision,0.82,0.52,0.01,0.14,1.49,12.0,108.0,14.4,16.0,Cartouche Blu-Ray DVD
1269,The Sims 3,Wii,2010,Simulation,Electronic Arts,0.61,0.73,0.0,0.15,1.49,15.0,20.0,14.5,12.0,DVD
1270,New Play Control! Mario Power Tennis,Wii,2009,Sports,Nintendo,0.37,0.69,0.28,0.14,1.48,16.0,199.0,14.0,3.0,DVD
1272,Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48,11.0,173.0,15.1,16.0,DVD
1274,WWF WrestleMania 2000,N64,1999,Fighting,THQ,1.2,0.25,0.02,0.02,1.48,11.0,5.0,18.4,3.0,Cartouche
1275,Wario Land II,GB,1997,Platform,Nintendo,0.7,0.35,0.39,0.04,1.48,18.0,32.0,17.5,3.0,Cartouche
1276,Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48,18.0,453.0,17.8,18.0,Blu-Ray
1278,Fight Night 2004,PS2,2004,Fighting,Electronic Arts,1.08,0.2,0.0,0.2,1.48,16.0,25.0,17.6,16.0,DVD
1279,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft,0.82,0.59,0.0,0.07,1.48,12.0,34.0,16.1,18.0,Blu-Ray
1281,Assassin's Creed III: Liberation,PSV,2012,Action,Ubisoft,0.58,0.55,0.06,0.28,1.47,11.0,4.0,14.3,18.0,DVD
1283,Mario Golf,N64,1999,Action,Nintendo,0.62,0.18,0.65,0.02,1.47,17.0,29.0,14.9,3.0,Cartouche
1285,Fight Night Round 3,X360,2006,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47,17.0,128.0,15.8,16.0,Blu-Ray DVD
1287,Chrono Trigger,DS,2008,Role-Playing,Square Enix,0.69,0.2,0.49,0.09,1.47,19.0,420.0,17.9,12.0,Cartouche
1292,Xenogears,PS,1998,Role-Playing,SquareSoft,0.29,0.19,0.89,0.1,1.46,18.0,3.0,18.7,3.0,CD PlayStation Store
1293,The SpongeBob SquarePants Movie,GBA,2004,Platform,THQ,1.02,0.38,0.0,0.06,1.46,8.0,8.0,12.9,3.0,Cartouche
1294,Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,Ubisoft,0.93,0.4,0.02,0.12,1.46,17.0,3.0,20.0,18.0,UMD Cartouche DVD Blu-Ray
1295,Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46,16.0,100.0,17.7,18.0,Contenu Xbox Live PlayStation Store Online
1299,Homefront,X360,2011,Shooter,THQ,0.83,0.48,0.02,0.12,1.46,11.0,383.0,12.7,18.0,DVD Blu-Ray
1301,Donkey Kong,2600,1981,Platform,Coleco,1.36,0.08,0.0,0.02,1.46,14.0,1.0,20.0,3.0,Online Disquette Cassette eShop Console Virtuelle Cartouche
1302,Mortal Kombat 4,PS,1998,Fighting,GT Interactive,0.81,0.55,0.0,0.1,1.46,12.0,8.0,16.0,12.0,Cartouche GDROM CD
1303,Mario Superstar Baseball,GC,2005,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46,14.0,35.0,15.5,3.0,Nintendo Game Disc
1304,Mass Effect 3,PS3,2012,Role-Playing,Electronic Arts,0.63,0.59,0.03,0.21,1.46,18.0,450.0,17.7,18.0,Blu-Ray
1308,SNK vs. Capcom: The Match of the Millennium,PSP,2006,Fighting,Sega,0.53,0.58,0.0,0.35,1.46,11.0,3.0,17.7,12.0,Cartouche eShop
1309,LEGO City Undercover,3DS,2013,Platform,Nintendo,0.51,0.75,0.07,0.12,1.46,15.0,5.0,18.0,3.0,iDensity
1310,Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,0.37,0.47,0.54,0.07,1.45,17.0,94.0,17.0,16.0,DVD
1311,Diablo III,X360,2013,Role-Playing,Activision,0.89,0.44,0.0,0.12,1.45,18.0,24.0,18.2,16.0,DVD Contenu Xbox Live Blu-Ray PlayStation Store
1314,Red Dead Revolver,PS2,2004,Shooter,Take-Two Interactive,0.71,0.55,0.0,0.19,1.45,15.0,103.0,17.2,16.0,CD
1315,Anno 2070,PC,2011,Strategy,Ubisoft,0.0,1.13,0.0,0.32,1.45,17.0,187.0,16.0,7.0,DVD
1316,Resident Evil: Outbreak,PS2,2003,Action,Capcom,0.54,0.35,0.46,0.1,1.45,10.0,56.0,15.3,16.0,DVD
