,Name,Platform,summary,meta_score,user_review,year,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1464,Knockout Kings 2001,PS2,"All the egomaniacal, violent splendor of heavyweight boxing comes to the PlayStation 2 in Knockout Kings 2001 by EA Sports. This title employs EA's new CyberScan technology, which allows the boxers faces to be accurately reproduced in full polygonal glory. In addition to the graphical overhaul, the game features new modes of play and simplified control. Choose your champion from a stable of boxing's greatest, including Muhammad Ali, Joe Louis, Rocky Marciano, and Lennox Lewis. A new career mode allows you to play through several weight classes and to box at famous arenas all around the world.",81,tbd,2001,3579,Fighting,Electronic Arts,0.28,0.21,0.0,0.07,0.56
1465,Sid Meier's Civilization Revolution,DS,"Civilization Revolution offers players a chance to experience the epic empire-building world of Civilization in an all new accessible, visually immersive, and action-packed world specifically designed for the console and handheld gamer. Delivering Civilization's renowned epic single-player campaigns featuring vast re-playability and unmatched addictive gameplay as well as revolutionary features like real-time interaction with leaders and advisors, extensive multiplayer capabilities and integrated video and voice chat, it transports the Civilization series to a level of gameplay that fans have never seen before. Some of the key features that resonate with fans of strategy games and the Civilization franchise include 16 civilizations to master and lead to victory, an array of famous historical leaders to play as or compete against, and accessible maps and streamlined time scale for quicker games, intense combat, and constant action. In online multiplayer mode, players compete for world conquest and glory among their peers as they battle in teams, head-to-head or epic free-for-all matches. In addition, auto-matching, ranked games, leaderboards, achievements, downloadable extra content and integrated video and voice chat make the online play more versatile and fun than any previous version of Civilization and will allow players to see where they stand against the competition. Finally, the position of ruler of the world can be settled online. [2K Games]",80,7.8,2008,4250,Strategy,Take-Two Interactive,0.38,0.03,0.02,0.04,0.46
1466,Ultimate Marvel vs. Capcom 3,PS3,Ultimate Marvel vs. Capcom 3 adds 12 new characters to the roster as well as adding a Spectator mode for fans to watch players fight.,80,6.6,2011,10649,Fighting,Capcom,0.0,0.04,0.04,0.01,0.1
1467,Mario Power Tennis,GC,"The popular N64 tennis game returns with even more powerful shots, new power-ups, and wild environments. Now you can join all your favorite characters from the Mushroom Kingdom--including Mario, Donkey Kong, Bowser, and Peach--on various courts inspired by Nintendo games. Each character has a special strength that you can use for both offense and defense. Build up your skill points in single-player challenges or practice your skills in four-player matches.",80,8.5,2004,1636,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22
1468,Buzz! Quiz World,PS3,Buzz! Quiz World is back with another iteration of the ultra-realistic quiz show experience on the PS3.,80,7.9,2009,2223,Misc,Sony Computer Entertainment,0.16,0.58,0.0,0.2,0.93
1469,Madden NFL 25,X360,"Madden NFL 25 unleashes the power, precision, and creativity of the NFL running-back. Whether you’re a slashing tailback, dual-threat QB, or ball-hawking safety, unleash thirty new moves and string together devastating combos with the all-new precision modifier in Madden NFL 25.",80,5.6,2013,751,Sports,Electronic Arts,1.97,0.07,0.0,0.13,2.18
1470,Disgaea 5: Alliance of Vengeance,PS4,"The sixth home console entry to the Disgaea series tells a tale of revenge, and of rebellion. As a new and terrible Overlord named Void Dark seeks to enslave the countless Netherworlds, one young demon has stood to end his reign—Killia. In Disgaea 5, lead Killia and his tenacious army of rebels on their dark and dangerous path to vengeance.",80,8.2,2015,6327,Role-Playing,Nippon Ichi Software,0.1,0.08,0.06,0.04,0.27
1471,Watch Dogs,PS4,"In the modern uber-connected world, Chicago maintains the nation's most advanced and integrated computer system – one which controls almost every facet of city technology and maintains critical information on all of the city's residents. Assume the role of Aiden Pearce, a notorious hacker and former thug, whose criminal history lead to a violent family tragedy. Now on the hunt for those people who have hurt your family, you will be able to monitor and hack all who surround you while manipulating the city's systems to stop traffic lights, download personal and private information, manipulate the electrical grid and more. Use the entire city of Chicago as your personal weapon and exact your signature brand of revenge.",80,6.5,2014,281,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14
1472,Ace Combat 6: Fires of Liberation,X360,"Online for the first time, via Xbox Live, players can experience Ace Combat 6: Fires of Liberation on a massive worldwide scale as it features an in-depth multi-player online experience that includes a variety of action-packed online modes. Players fight alongside fighter planes, gun ships, attack helicopters, tanks, naval fleets, heavy bombers, and electronic warfare vessels in the ultimate Ace Combat showdown. The Dynamic Operation System provides for massive battles unfolding on a ""living battlefield,"" as up to six independent land, sea or air conflicts can break out at any time at multiple locations as allies and enemies clash in real-time. Players can experience the realism of war when battlefields come alive with engagingly authentic audio and visual effects: thundering explosions, dense vapor trails of air to air missiles, piercing machine gun fire, booming anti-aircraft artillery fire, mid-air explosions, gigantic columns of black smoke and more. Players can prove their supremacy on a global scale as they pilot highly detailed, authentic aircraft such as the F-15 E Strike Eagle and the F-22 Raptor online via Xbox Live. For an all out worldwide battle for the sky, players can choose from a variety of different online modes including the death match and team death match style game modes. Or they can team up with friends to play in co-op, where players combine strategy and skill to work together to take on computer-controlled adversaries. Online rankings are calculated globally with high-ranking players being granted honorable titles on a global scale, adding fuel to the fires of furious competition. [Namco Bandai Games]",80,8.0,2007,2038,Simulation,Atari,0.69,0.04,0.22,0.06,1.02
1473,Sleeping Dogs,PC,"Sleeping Dogs is an open world cop drama set in the vibrant city of Hong Kong. Taking the role of undercover cop Wei Shen, players must take down one of the world's most lethal criminal organizations from the inside. Featuring imaginative combat systems, Sleeping Dogs empowers enables players to perform an array of martial arts moves, singlehandedly taking on numerous opponents. Players perform visceral kicks and combos, vicious counters and a cinematic set of environmental takedowns making use of real-world items from circular saws to phone booths, incinerators to refrigerator doors.",80,8.2,2012,9678,Action,Square Enix,0.06,0.05,0.0,0.02,0.12
1474,LEGO Marvel Super Heroes,X360,"LEGO Marvel Super Heroes features an original story where players take control of Iron Man, Spider-Man, the Hulk, Captain America, Wolverine and many more Marvel characters as they unite to stop Loki and a host of other Marvel villains from assembling a super-weapon capable of destroying the world.",80,7.8,2013,692,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0.0,0.21,2.3
1475,Bully: Scholarship Edition,X360,"Both the Wii and Xbox 360 versions retain the wit and deep gameplay of the previously released PS2 title ""Bully"" and boasts additional new content. Bully: Scholarship Edition takes place in the fictional New England boarding school of Bullworth Academy and tells the story of 15-year-old Jimmy Hopkins as he experiences the highs and lows of adjusting to a new school. Capturing the hilarity and awkwardness of adolescence perfectly, Bully: Scholarship Edition pulls the player into its cinematic and engrossing world. [Rockstar Games]",80,8.3,2008,1924,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.07
