,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,description_wiki
1417,1419,MotorStorm: Pacific Rift,PS3,2008.0,Racing,Sony Computer Entertainment,0.43,0.67,0.02,0.26,1.37,"MotorStorm
Pacific Rift
Développeur
Evolution Studios
Éditeur
Sony Computer Entertainment
Date de sortie
28 octobre 2008
7 novembre 2008
20 novembre 2008
Franchise
MotorStorm (en)
Genre
Course automobile
Mode de jeu
Un joueur
Écran splité (4 joueurs)
Jeu en ligne (12 joueurs)
Plateforme
PlayStation 3
Langue
Français
Moteur
Havok (moteur physique)
Version
1.03
Évaluation
PEGI : 16+ ?
modifier - modifier le code - modifier Wikidata"
1418,1420,Sonic Colors,DS,2010.0,Platform,Sega,0.74,0.5,0.01,0.13,1.37,"Cette section est vide, insuffisamment détaillée ou incomplète. Votre aide est la bienvenue ! Comment faire ?"
1419,1421,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004.0,Role-Playing,Activision,0.99,0.33,0.0,0.05,1.37,no_data
1420,1422,LEGO Harry Potter: Years 1-4,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,0.55,0.6,0.0,0.22,1.37,"↑ « LEGO Harry Potter out now! | TT Games », sur web.archive.org, 30 septembre 2011 (consulté le 19 mars 2023)
↑ « LEGO.com Video Game: Harry Potter Home » [archive du 4 juillet 2012], sur Videogames.lego.com (consulté le 30 octobre 2017)
↑ « Bits N' Bricks Season 4 Episode 39: LEGO® Harry Potter™ – A Journey Through All Eight Films » [archive] (consulté le 10 novembre 2021)
↑
a b et c « Test : Lego Harry Potter : Années 1 à 4 » [archive], sur Jeuxvideo.com, 25 juin 2010 (consulté le 21 juillet 2019).
↑ (en) Kevin VanOrd, « Lego Harry Potter: Years 1-4 Review » [archive], sur GameSpot, 1er juillet 2010 (consulté le 21 juillet 2019)."
1421,1423,Pocket Monsters Stadium,N64,1998.0,Strategy,Nintendo,0.0,0.0,1.37,0.0,1.37,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
1422,1424,NBA 2K15,PS3,2014.0,Sports,Take-Two Interactive,0.86,0.27,0.02,0.22,1.36,"NBA 2K15
Développeur
Visual Concepts
Éditeur
2K Sports
Date de sortie
USA : 7 octobre 2014
EUR : 10 octobre 2014
Genre
Sport
Mode de jeu
Solo, multijoueur
Plateforme
PS3, PS4, Xbox 360, Xbox One, PC, iOS, Android
Évaluation
PEGI : 3 ?
NBA 2K
NBA 2K14 NBA 2K16
modifier - modifier le code - modifier Wikidata"
1423,1425,Tom Clancy's Ghost Recon 2,XB,2004.0,Shooter,Ubisoft,0.86,0.45,0.0,0.06,1.36,"Tom Clancy's
Ghost Recon 2
Développeur
Red Storm Entertainment
Éditeur
Ubisoft
Compositeur
Bill Brown
Tom Salta
Date de sortie
Xbox & PlayStation 2
AN : 16 novembre 2004 (Xbox)
EUR : 26 novembre 2004
AN : 30 novembre 2004 (PS2)
JAP : 18 août 2005 (PS2)

GameCube
AN : 15 mars 2005
EUR : 24 mars 2005
Genre
Tir tactique
Mode de jeu
Un joueur, multijoueur
Plateforme
GameCube, PlayStation 2, Xbox
Langue
Multilingue
Moteur
Unreal Engine 2 (PS2 & GameCube)
Évaluation
PEGI 16 (d)
Tom Clancy's Ghost Recon
Jungle Storm (2004) Summit Strike (2005)
modifier - modifier le code - modifier Wikidata"
1424,1426,Crash Bandicoot 2: N-Tranced,GBA,2003.0,Platform,Vivendi Games,0.63,0.66,0.0,0.07,1.36,"Cette section est vide, insuffisamment détaillée ou incomplète. Votre aide est la bienvenue ! Comment faire ?"
1425,1427,Burnout Paradise,X360,2008.0,Racing,Electronic Arts,0.63,0.58,0.01,0.15,1.36,"Burnout Paradise
Développeur
Criterion Games
Éditeur
Electronic Arts
Date de sortie
PlayStation 3, Xbox 3601,2
AN : 22 janvier 2008
EUR : 25 janvier 2008
JAP : 21 février 2008

Windows3
AN : 3 février 2009
EUR : 5 février 2009

Remastered
PlayStation 4, Xbox One
INT : 16 mars 2018

Windows (Origin)
INT : 21 août 2018

Nintendo Switch
INT : 19 juin 2020
Franchise
Burnout
Genre
Course automobile
Mode de jeu
Solo
Jeu en ligne
Plateforme
Microsoft Windows, PlayStation 3, Xbox 360, Xbox One, PlayStation 4
Langue
Français
Moteur
RenderWare
Évaluation
ESRB : E10+ ?
PEGI : 3+ ?
Version Ultimate Box
PEGI : 7+ ?
Site web
www.criteriongames.com/burnout/paradise, www.burnout.ea.com/home.asp?lang=us
modifier - modifier le code - modifier Wikidata"
1426,1428,SingStar Abba,PS2,2008.0,Misc,Sony Computer Entertainment,0.23,0.04,0.0,1.09,1.36,no_data
1427,1429,Gradius,NES,1986.0,Shooter,Konami Digital Entertainment,0.27,0.08,1.0,0.01,1.36,"Cet article ne cite pas suffisamment ses sources (septembre 2018).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
1428,1430,Dragon Quest III: Soshite Densetsu e...,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,1.36,0.0,1.36,no_data
1429,1431,Centipede,2600,1981.0,Shooter,Atari,1.26,0.08,0.0,0.01,1.36,"Pour les articles homonymes, voir Centipède."
1430,1432,Yoshi's New Island,3DS,2014.0,Platform,Nintendo,0.47,0.51,0.28,0.09,1.36,"↑ « Nintendo Direct : Un nouveau Yoshi's Island annoncé » [archive], sur Jeuxvideo.com
↑ « Yoshi's New Island daté pour l'Europe » [archive], sur Jeuxvideo.com
↑ « Yoshi's New Island : la date US » [archive], sur Gamekult"
1431,1433,Ryse: Son of Rome,XOne,2013.0,Action,Microsoft Game Studios,0.82,0.42,0.0,0.11,1.36,"Ryse
Son of Rome
Développeur
Crytek
Éditeur
Microsoft Studios (Xbox One)
Crytek (PC numérique)
Deep Silver (PC physique)
Réalisateur
Cevat Yerli
Scénariste
Adrian Vershinin (d)
Compositeur
Borislav Slavov
Tilman Sillescu
Peter Antovski
Date de sortie
Xbox One
INT : 22 novembre 2013

Windows
INT : 10 octobre 2014
Genre
Action-aventure
Hack'n'slash
Mode de jeu
Un joueur
Plateforme
Xbox One, Windows
Langue
Multilingue
Moteur
CryEngine 3
Évaluation
PEGI 18 (d)
modifier - modifier le code - modifier Wikidata"
1432,1434,Dead to Rights,PS2,2002.0,Shooter,Electronic Arts,0.67,0.52,0.0,0.17,1.36,"Dead to Rights
Développeur
Namco
Éditeur
Namco
Compositeur
Kevin Manthei (en)
Date de sortie
[afficher]
2003







Genre
Action, tir à la troisième personne
Mode de jeu
Un joueur
Plateforme
Xbox, PlayStation 2, GameCube, Microsoft Windows
Langue
Français (textes)
Anglais (voix)
Évaluation
ESRB : M ?
PEGI : 16+ ?
Dead to Rights (en)
- Dead to Rights II
modifier - modifier le code - modifier Wikidata"
1433,1435,LEGO Harry Potter: Years 5-7,Wii,,Action,Warner Bros. Interactive Entertainment,0.76,0.47,0.0,0.13,1.36,no_data
1434,1436,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011.0,Fighting,Capcom,0.81,0.29,0.11,0.14,1.35,"Marvel vs. Capcom 3
Fate of Two Worlds
Développeur
Capcom
Eighting
Éditeur
Capcom
Réalisateur
Ryota Niitsuma (prod.)
Compositeur
Hideyuki Fukasawa (en)
Date de sortie
USA : 15 février 2011
JAP : 17 février 2011
EUR : 18 février 2011
Franchise
Marvel vs. Capcom
Genre
Combat 2D
Mode de jeu
1 à 2 joueurs
Plateforme
PlayStation 3, Xbox 360
Langue
Anglais
Moteur
MT Framework
Évaluation
ACB : PG ?
CERO : C ?
ESRB : T ?
PEGI : 12 ?
Site web
marvelvscapcom3.com
modifier - modifier le code - modifier Wikidata"
1435,1437,Dance Dance Revolution (Japan),PS,1999.0,Simulation,Konami Digital Entertainment,0.0,0.0,1.26,0.09,1.35,no_data
1436,1438,F1 2010,PS3,2010.0,Racing,Codemasters,0.25,0.76,0.08,0.27,1.35,La Virgin VR-01 testée à Jerez par Timo Glock en février 2010
1437,1439,Madden NFL 98,PS,1997.0,Sports,Electronic Arts,1.29,0.03,0.0,0.03,1.35,"Madden NFL '98
Développeur
EA Tiburon
Éditeur
EA Sports
Date de sortie
30 septembre 1997 (États-Unis)
Genre
Sport (football américain)
Mode de jeu
Multijoueur
Plateforme
Mega Drive, Super Nintendo, Windows, PlayStation, Saturn
Madden NFL
Madden NFL 97 Madden NFL 99
modifier - modifier le code - modifier Wikidata"
1438,1440,FIFA Soccer 09,PSP,2008.0,Sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35,no_data
1439,1441,Namco Museum DS,DS,2007.0,Misc,Atari,1.18,0.01,0.06,0.09,1.35,"Cet article ne cite pas suffisamment ses sources (juin 2018).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
1440,1442,FIFA Soccer 08,PSP,2007.0,Sports,Electronic Arts,0.2,0.76,0.0,0.39,1.35,no_data
1441,1443,Grand Theft Auto: Chinatown Wars,DS,2009.0,Action,Take-Two Interactive,0.59,0.57,0.05,0.14,1.35,"Grand Theft Auto:
Chinatown Wars
Logo du jeu.
Développeur
Rockstar Leeds1
Rockstar North
Éditeur
Rockstar Games
Date de sortie
Nintendo DS
USA : 17 mars 2009
EUR : 20 mars 2009
2
PlayStation Portable
USA : 20 octobre 2009
EUR : 23 octobre 2009
Australie : 28 octobre 2009
3,4
iOS (iPhone, iPod Touch)
INT : 17 janvier 2010

iOS (iPad)
INT : 9 septembre 2010
5
Android
INT : 18 décembre 2014
6
Franchise
Grand Theft Auto
Genre
Action
Mode de jeu
2 joueurs
(Multi-cartes et Nintendo Wi-Fi Connection)
Plateforme
Nintendo DS, PlayStation Portable, iOS, Android
Langue
Multilingue
Évaluation
PEGI : 18+ ?
Site web
www.rockstargames.com/chinatownwars
modifier - modifier le code - modifier Wikidata"
1442,1444,Alan Wake,X360,2010.0,Action,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35,"Cette section est vide, insuffisamment détaillée ou incomplète. Votre aide est la bienvenue ! Comment faire ?"
1443,1445,Battlefield: Bad Company,PS3,2008.0,Shooter,Electronic Arts,0.76,0.36,0.05,0.18,1.35,"Cette section est vide, insuffisamment détaillée ou incomplète. Votre aide est la bienvenue ! Comment faire ?"
1444,1446,Mortal Kombat X,XOne,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.0,0.21,0.0,0.13,1.35,"Mortal Kombat X
Logo officiel du jeu
Développeur
NetherRealm Studios
High Voltage Software
Éditeur
Warner Bros. Interactive Entertainment
Réalisateur
Ed Boon
Scénariste
Brian Chard
Dominic Cianciolo
Jon Greenberg
John Vogel
Compositeur
Dynamedion
Producteur
Adam Urbano
Hans P. Lo
Date de sortie
INT : 14 avril 2015
Genre
Combat
Mode de jeu
Un joueur, multijoueur
Plateforme
Ordinateur(s) :
PC (Windows)
Console(s) :
PlayStation 4, Xbox One
Téléphone(s) mobile(s) :
iOS, Android
Langue
Multilingue
Moteur
Unreal Engine 3
Évaluation
PEGI : 18 ?
Site web
www.mortalkombat.com
Mortal Kombat
Mortal Kombat (2011) Mortal Kombat 11 (2019)
modifier - modifier le code - modifier Wikidata"
1445,1447,Samurai Warriors,PS2,2004.0,Action,Electronic Arts,0.22,0.05,1.06,0.02,1.35,"Cet article ne cite pas suffisamment ses sources (octobre 2015).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
1446,1448,The Simpsons: Hit & Run,XB,2003.0,Racing,Vivendi Games,0.7,0.58,0.0,0.07,1.35,"The Simpsons
Hit and Run
Développeur
Radical Entertainment
Éditeur
AN : Vivendi Universal Games
INT : Sierra Entertainment
Distributeur
Fox Interactive
Réalisateur
Directeurs :
Darren Evenson
Chris Mitchel
Joshua Mitchell
Producteurs :
Vlad Ceraldi
John Melchior
Scénaristes :
Matt Selman
Tim Long
Matt Warburton
Scénariste
Fox Interactive
Compositeur
Marc Baril
Jeff Tymoschuk
Allan Levy
Début du projet
2001
Date de sortie
GameCube, PlayStation 2 et Xbox
AN : 16 septembre 2003
INT : 31 octobre 2003


Microsoft Windows
AN : 11 novembre 2003
INT : 21 novembre 2003
Genre
Action-aventure
Course
GTA-like
Mode de jeu
Solo et multijoueur
Plateforme
GameCube, PlayStation 2, Microsoft Windows, Xbox
Évaluation
ACB : G ?
CERO : B ?
ESRB : T ?
PEGI : 7+ ?
modifier - modifier le code - modifier Wikidata"
1447,1449,Devil May Cry 4,X360,2008.0,Action,Capcom,0.79,0.34,0.08,0.13,1.35,"Cette section est vide, insuffisamment détaillée ou incomplète. Votre aide est la bienvenue ! Comment faire ?"
1448,1450,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008.0,Shooter,Ubisoft,0.66,0.45,0.04,0.21,1.35,"Cet article ne cite pas suffisamment ses sources (octobre 2019).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
1449,1451,Monster Hunter Freedom,PSP,2005.0,Role-Playing,Capcom,0.24,0.04,1.03,0.04,1.35,"Cet article ne cite pas suffisamment ses sources (avril 2010).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
1450,1452,Crysis 2,X360,2011.0,Action,Electronic Arts,0.7,0.5,0.02,0.12,1.35,"Cet article est une ébauche concernant le jeu vidéo.
Vous pouvez partager vos connaissances en l’améliorant (comment ?) (voir l’aide à la rédaction)."
1451,1453,SaGa Frontier,PS,1997.0,Role-Playing,SquareSoft,0.15,0.04,1.07,0.09,1.35,"SaGa Frontier
Développeur
Square
Éditeur
Square
Réalisateur
Akitoshi Kawazu
Compositeur
Kenji Itō
Date de sortie
Super Famicom
JAP : 11 juillet 19971
USA : 31 mars 19981
Genre
RPG
Mode de jeu
Solo
Plateforme
Console(s) :
PlayStation
Langue
Japonais, Anglais
Évaluation
PEGI 16 (d)
Site web
www.jp.square-enix.com/game/detail/sf
SaGa et SaGa Frontier (d)
- SaGa Frontier 2
modifier - modifier le code - modifier Wikidata"
1452,1454,SingStar Party,PS2,2004.0,Misc,Sony Computer Entertainment,0.0,1.04,0.0,0.31,1.35,no_data
1453,1455,FIFA Soccer 08,X360,2007.0,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35,no_data
1454,1456,The ICO & Shadow of the Colossus Collection,PS3,2011.0,Adventure,Sony Computer Entertainment,0.67,0.37,0.13,0.17,1.35,no_data
1455,1457,Test Drive,PS2,2002.0,Racing,Atari,0.95,0.21,0.01,0.18,1.34,no_data
1456,1458,Mario & Luigi: Partners in Time,DS,2005.0,Role-Playing,Nintendo,0.77,0.07,0.43,0.08,1.34,"↑ (en) « Mario & Luigi: Partners in Time » [archive], sur vgchartz.com
↑ « Professeur Karl Tastroff » [archive], sur Wiki Mario (consulté le 18 février 2020)
↑ « Test du jeu Mario & Luigi : Partners in Time sur DS » [archive], sur Jeuxvideo.com (consulté le 18 février 2020)"
1457,1459,Lost Planet: Extreme Condition,X360,2006.0,Shooter,Capcom,1.09,0.04,0.1,0.11,1.34,"Lost Planet
Extreme Condition
Développeur
Capcom
Éditeur
Capcom
Réalisateur
Kenji Oguro, Keiji Inafune
Compositeur
Jamie Christopherson
Producteur
Keiji Inafune
Date de sortie
Xbox 360
JAP : 21 décembre 2006
EUR : 11 janvier 2007
USA : 12 janvier 2007

[afficher]
Autres







Franchise
Lost Planet (en)
Genre
Tir à la troisième personne
Mode de jeu
Un joueur
Jeu en ligne : 1 à 16 joueurs
Plateforme
Ordinateur(s) :
Windows
Console(s) :
Xbox 360, PlayStation 3
Langue
Anglais, français, allemand, italien, espagnol, japonais, coréen
Moteur
MT Framework
Évaluation
PEGI : 16+ ?
Site web
www.lostplanetthegame.com/ec
modifier - modifier le code - modifier Wikidata"
1458,1460,Mortal Kombat 3,GEN,1994.0,Fighting,Acclaim Entertainment,1.03,0.27,0.0,0.04,1.34,Borne d'arcade de Mortal Kombat 3 (système Midway Wolf Unit.
1459,1461,Doom 3,XB,2005.0,Shooter,Activision,0.85,0.43,0.0,0.06,1.34,Logo de l’Union Aerospace Corporation (UAC) dans Doom 3.
1460,1462,Donkey Kong Jungle Beat,GC,2004.0,Platform,Nintendo,0.84,0.22,0.24,0.04,1.34,"Cette section est vide, insuffisamment détaillée ou incomplète. Votre aide est la bienvenue ! Comment faire ?"
1461,1463,Need for Speed Carbon,PS2,2006.0,Racing,Electronic Arts,1.22,0.05,0.05,0.01,1.34,"Need for Speed
Carbon
Développeur
EA Black Box (PC)
Exient Entertainment (DS)
Rovio Entertainment (mobile)
Global VR (Arcade)
Éditeur
Electronic Arts
Scénariste
Jeff Houde, David Ray, Matthew Toner
Compositeur
Trevor Morris
Date de sortie
PSP, NDS, GBA & GameCube
AN : 30 octobre 2006
EUR : 3 novembre 2006
AUS : 9 novembre 2006

PC, PS2 & Xbox 360
AN : 30 octobre 2006
EUR : 3 novembre 2006
AUS : 16 novembre 2006

Xbox
AN : 30 octobre 2006
AUS : 9 novembre 2006
EUR : 10 novembre 2006

[afficher]
Autres supports






Genre
Jeu de course
Mode de jeu
Un jusqu'à huit joueurs
Plateforme
Ordinateur(s) :
Mac OS X, Windows
Console(s) :
GameCube, Wii, PlayStation 2, PlayStation 3, Xbox, Xbox 360
Console(s) portable(s) :
Game Boy Advance, Nintendo DS, PlayStation Portable
Téléphone(s) mobile(s) :
Téléphone mobile
Langue
Multilingue
Moteur
EA Graphics Library
Évaluation
BBFC : PG ?
ESRB : E10+ ?
OFLC (AU) : G ?
PEGI : 12+ ?
Site web
www.ea.com/need-for-speed-carbon
Need for Speed
Most Wanted (2005) ProStreet (2007)
modifier - modifier le code - modifier Wikidata"
1462,1464,Max Payne 2: The Fall of Max Payne,PS2,2003.0,Shooter,Take-Two Interactive,0.65,0.51,0.0,0.17,1.34,"Cette section est vide, insuffisamment détaillée ou incomplète. Votre aide est la bienvenue ! Comment faire ?"
1463,1465,Command & Conquer: Red Alert 2,PC,2000.0,Strategy,Electronic Arts,1.32,0.02,0.0,0.0,1.34,"Cet article ne cite pas suffisamment ses sources (avril 2017).
Si vous disposez d'ouvrages ou d'articles de référence ou si vous connaissez des sites web de qualité traitant du thème abordé ici, merci de compléter l'article en donnant les références utiles à sa vérifiabilité et en les liant à la section « Notes et références »
En pratique : Quelles sources sont attendues ? Comment ajouter mes sources ?"
1464,1466,MVP Baseball 2004,PS2,2004.0,Sports,Electronic Arts,1.1,0.06,0.0,0.18,1.34,no_data
1465,1467,WWE SmackDown vs Raw 2008,PS3,2007.0,Fighting,THQ,0.62,0.5,0.01,0.21,1.33,"[afficher]
Liste des personnages par branche
 "
1466,1468,Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004.0,Platform,Sony Computer Entertainment,1.27,0.05,0.0,0.02,1.33,no_data
1467,1469,Your Shape: Fitness Evolved,X360,2010.0,Sports,Ubisoft,0.79,0.42,0.0,0.11,1.33,"Your Shape
Fitness Evolved
Développeur
Ubisoft Montréal
Éditeur
Ubisoft
Date de sortie
JAP : 2010
USA : 10 novembre 2010
EUR : 10 novembre 2010
Genre
Sport
Mode de jeu
Un joueur
Plateforme
Xbox 360
Your Shape (d)
Your Shape Your Shape: Fitness Evolved 2012
modifier - modifier le code - modifier Wikidata"
1468,1470,Rage,PS3,2011.0,Shooter,Bethesda Softworks,0.47,0.59,0.06,0.21,1.33,"Sur les autres projets Wikimedia :
rage, sur le Wiktionnaire"
1469,1471,Skylanders SWAP Force,X360,2013.0,Platform,Activision,0.86,0.36,0.0,0.11,1.33,no_data
1470,1472,NBA 2K14,PS4,2013.0,Sports,Take-Two Interactive,0.89,0.31,0.01,0.12,1.33,"NBA 2K14
Développeur
Visual Concepts
Éditeur
2K Sports
Date de sortie
USA : 1er octobre 2013
EUR : 5 octobre 2013
(PS3, Xbox 360, PC); 22 novembre 2013 (Xbox One); 29 novembre 2013 (PS4)
Genre
Sport
Mode de jeu
Solo, multijoueur
Plateforme
PS3, PS4, Xbox 360, Xbox One, PC, iOS, Android
Langue
Évaluation
PEGI : 3 ?
NBA 2K
NBA 2K13 NBA 2K15
modifier - modifier le code - modifier Wikidata"
1471,1473,Spider-Man: The Movie,GBA,2002.0,Action,Activision,0.92,0.35,0.01,0.05,1.33,"Spider-Man
Développeur
Treyarch
LTI Gray Matter (PC)
Digital Eclipse (GBA)
Éditeur
Activision
Date de sortie
EUR : 31 mai 2002
Genre
Action, plates-formes
Mode de jeu
Un joueur
Plateforme
Ordinateur(s) :
Windows
Console(s) :
GameCube, PS2, Xbox
Console(s) portable(s) :
Game Boy Advance
Langue
Français
Moteur
Treyarch
Évaluation
SELL : 12+
.
modifier - modifier le code - modifier Wikidata"
1472,1474,WWF War Zone,N64,1998.0,Fighting,Acclaim Entertainment,1.08,0.24,0.0,0.02,1.33,"WWF War Zone
Développeur
Acclaim Studios Salt Lake City
Probe Entertainment (Game Boy)1
Éditeur
Acclaim Entertainment
Réalisateur
Mike Archer2
Compositeur
Tim Follin
Date de sortie
Game Boy
AN : Juin 19981

Nintendo 64
AN : 12 août 19982

PlayStation
AN : 1er juin 19983
EUR : Août 1998
Genre
Combat, divertissement sportif
Mode de jeu
Solo, multijoueur
Plateforme
Nintendo 64, PlayStation, Game Boy
modifier - modifier le code - modifier Wikidata"
